idstd,id,a4a,a6a,a2,a4b,a0,a3a,a6c,a6b,a14d,a14m,a14y,a14h,a14min,a1,a12,a1a,a1c,a7,a7a,a7b,a11,a7c,a9,a20y,a20m,a20d,b1,b1x,ITAb1,ITAb1x,b3,b2a,b2b,b2c,b2d,b4,BMb1,BMb3,BMb4,BMb5,BMb6,BMb8a,BMb8b,BMb8c,BMb8d,b5,b6,b6a,b6b,b7,b7a,b8,b8x,c3,c5,c6,c7,c8a,c10,c11,c12,c15,c22b,c30a,d1a1a,d1a1x,d1a3,d2,d2x,n3,BMd1a,d3a,d3b,d3c,d10,d11,d12a,d12b,d30a,d30b,e1,e2b,e6,e11,e30,h1,h3x,h4x,h5,h6x,h7x,BMh1,BMh2,BMh3,f1,f2,BMt1,BMt2,BMt3,BMt4,BMt5,g30a,k1c,k2c,k3a,k3bc,k3e,k3f,BMk3a,BMk3b,BMk3hd,BMk2,k4,BMk5,BMk6,k6,k7,k8,BMk7,k9,k10,k11,BMk9,BMk9x,k15d,k16,k17,k21,k30,h7a,j2,j3,BMj1a,BMj1b,BMj1c,BMj1_impartial_pos,BMj1_transparent_pos,BMj1_voice_pos,j6a,j7a,j10,j13,BMj3a,BMj3b,BMj3c,BMj3_parliament_pos,BMj3_natgov_pos,BMj3_locgov_pos,j30a,j30b,j30c,j30e,j30f,h30,BMj4a,BMj4b,BMj4c,BMj5,BMj5x,l1,l2,l3a,l3b,l4a1,l4a2,l4b,l5a,l5b,l5,l6,l10,l30a,l30b,m1a,m1a_finance_pos,m1a_land_pos,m1a_permit_pos,m1a_corruption_pos,m1a_courts_pos,m1a_crime_pos,m1a_trade_pos,m1a_electricity_pos,m1a_workforce_pos,m1a_labor_pos,m1a_instability_pos,m1a_informal_pos,m1a_taxadmin_pos,m1a_taxrate_pos,m1a_transport_pos,n2a,n2e,n2b,n2f,n2i,n2p,n2e1,n7a,BMGa22,BMGa23,a15d,a15m,a15y,a15h,a15min,gdpr1a,a15a1a,a15a1ax,a15a2a,a15a3,a15a1bx,a15a2b,a15b3,a15a1cx,a15a2c,a15c3,a16,a17,a18,a19h,a19m,BMGa14gd,BMGa14gm,BMGa14gy,BMGa14gh,BMGa14gmin,BMGa1,BMGa2,BMGa3,BMGa4,BMGb1,BMGb2,BMGc1,BMGc2,BMGc3,BMGc4,BMGc7,BMGc8,BMGc11,BMGc12,BMGc16,BMGc17,BMGc18,BMGc19,BMGc20,BMGc23a,BMGc23b,BMGc23c,BMGc23d,BMGc23e,BMGc23f,BMGc23g,BMGc23h,BMGc23i,BMGc23j,BMGc24,BMGc25,BMGc26,BMGc27,BMGc27x,BMGc28,BMGc29,BMGd6,BMGd7,BMGd8,BMGe1,BMGe2,BMGe2u,BMGe2x,BMGe3,BMGe3u,BMGe3x,BMGe4,BMGe5,BMGe6,BMGe7,BMGa15gd,BMGa15gm,BMGa15gy,BMGa15gh,BMGa15gmin,BMGa15a1dx,BMGa12,a13,a3b,a3c,a3,d1a2,stratificationregioncode,stratificationsizecode,stratificationsectorcode,stratificationpanelcode,wstrict,wmedian,wweak,strata
658977,8542,1,2,3,15,1,3,23,2,18,3,2019,16,0,159,43,1,1,2,,,,,,2018,12,31,5,,5,,90,100,0,0,0,2,100,2,2,2,1,2.0,2.0,2.0,2.0,1955,7,1,1955,25,2,2,,2,,2,,,2,,2,2.0,1,1,1,Dairy Products,100,10990000,Ten Million Nine Hundred Ninety Thousand,10190000,3,100,0,0,0,0.0,100,0,1,1,1,2.0,2,2,0,2,,,2,,,2,2,2,30.0,40.0,,,,,,0,40,30,100,0,0,0,0,0,0,60,2,2,2,1,1,2,1.0,,,,,,2,2,1.0,1,0,1,20,2,-7,-7,-7,3,2,1,2,0.0,2,2,0,0,0,1,2,3,2,2,1,0,2,1,1,1,1,5,,23,23,20.0,3.0,10.0,10.0,0.0,2.0,3.0,,23,2,1,1,14,7,6,11,4,3,15,10,13,14,8,1,9,2,12,5,30000,30000.0,20000,10000,,1000000.0,20000.0,300000.0,1,1,18,3,2019,16,40,1,2.0,,20.0,1.0,,,,,,,2,3,1,,,18,3,2019,16,32,2,2,,2,2,2,2,,,2.0,2,,2,2.0,2,,2,,2.0,1,2,2,2,2,2,2,2,2,2,,2,,1.0,,,,2,2,,2500,10000,2.0,,50000.0,4.0,,0,2,1000,,18,3,2019,16,37,,43,5,2,2,4,1520,3,2,1,0,43.125,43.125,43.125,43
658978,8583,1,2,3,15,1,3,21,2,18,3,2019,14,48,159,23,1,1,2,,,,,,2018,12,31,4,,42,,40,100,0,0,0,2,0,2,2,2,2,,,,,1986,5,1,1986,40,2,1,"Brc, Ifs, Iso 22000, Iso 9001",1,2.0,2,,,1,5.0,2,2.0,1,3,1,Production Of Frozen Food Products,95,10000000,Ten Million,9000000,3,90,0,10,0,0.0,100,0,3,1,2,15.0,2,2,0,2,,,2,,,2,2,2,95.0,40.0,,,,,,0,5,30,80,0,0,20,0,0,0,85,2,2,2,1,2,2,1.0,,,,,,2,2,1.0,2,0,-9,0,1,3,3,3,2,3,1,2,0.0,2,2,-7,-7,-7,3,1,2,0,1,1,0,0,0,1,1,0,1,,21,21,11.0,10.0,9.0,2.0,0.0,2.0,8.0,,0,2,1,1,8,12,2,9,6,11,3,8,10,14,7,5,4,1,13,15,360000,1000000.0,600000,-9,,9500000.0,9000000.0,-9.0,1,1,18,3,2019,15,26,1,2.0,,30.0,1.0,,,,,,,2,2,1,,,18,3,2019,15,19,2,2,,2,2,2,2,,,2.0,2,,2,2.0,2,,2,,2.0,2,2,2,2,2,2,2,2,2,2,,1,2.0,,,2.0,,2,2,,-9,0,,,-9.0,,,0,2,-9,,18,3,2019,15,25,,23,5,2,2,4,1549,3,2,1,0,43.125,43.125,43.125,43
658979,8585,1,2,3,15,1,3,50,2,25,3,2019,15,55,159,43,1,1,1,5.0,1.0,1.0,1.0,,2018,12,31,5,,7,,40,100,0,0,0,1,100,1,2,2,1,2.0,2.0,2.0,2.0,1977,-9,1,1977,30,2,1,"Iqunet, Cisq, Icea",2,,2,,,2,,2,2.0,1,0,1,Hams,60,30000000,Thirty Million,25000000,1,60,20,20,0,0.0,100,0,0,0,2,-4.0,2,2,0,2,,,2,,,2,2,2,60.0,45.0,2.0,2.0,2.0,1.0,1.0,0,40,30,70,30,0,0,0,0,0,30,2,2,2,1,1,1,,1.0,-9.0,-8.0,2.0,,2,2,1.0,2,0,2,20,2,-7,-7,-7,3,1,2,2,0.0,2,2,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,3,,50,50,40.0,10.0,40.0,0.0,0.0,10.0,5.0,,50,1,0,0,13,14,2,15,11,5,10,4,13,1,6,8,3,12,7,9,2000000,15000000.0,60000,40000,,20000000.0,25000000.0,10000000.0,1,1,25,3,2019,16,40,1,2.0,,30.0,1.0,,,,,,,2,3,1,,,25,3,2019,16,34,2,2,,2,1,2,2,,,1.0,2,,2,2.0,2,,2,,2.0,2,1,2,1,1,1,1,2,1,2,7.0,1,1.0,,,1.0,1.0,2,2,,6500,10000,2.0,,-9.0,,,0,2,500,,25,3,2019,16,39,,43,5,2,2,4,1511,3,2,1,0,43.125,43.125,43.125,43
658980,8617,3,2,1,29,1,1,53,2,28,3,2019,17,55,159,56,1,1,1,3.0,1.0,1.0,1.0,,2018,12,31,4,,43,,60,100,0,0,0,2,0,2,2,2,2,,,,,1976,30,1,1976,30,2,1,Iso 9001,2,,2,,,2,,2,2.0,1,0,1,"Production Of Hydraulic Equipment, Equipment For Industry And Agriculture",100,20000000,Twenty Million,17000000,1,100,0,0,0,0.0,100,0,2,0,2,4.0,2,2,0,2,,,2,,,2,2,2,100.0,40.0,2.0,2.0,2.0,1.0,1.0,0,40,40,100,0,0,0,0,0,0,100,2,2,2,1,1,2,1.0,,,,,,2,2,1.0,2,0,3,15,2,3,3,3,1,2,3,2,0.0,2,2,-7,-7,-7,3,1,2,1,1,0,0,-7,0,2,1,2,6,,50,40,35.0,15.0,25.0,10.0,0.0,5.0,7.0,,3,1,2,2,10,8,15,1,9,10,6,13,14,7,3,12,4,5,11,2,900000,1000000.0,60000,60000,,3500000.0,1000000.0,1500000.0,1,1,28,3,2019,18,43,2,,,,,,,,,,,1,2,1,,,28,3,2019,18,36,1,2,,1,2,2,1,1.0,1.0,1.0,2,,2,2.0,1,3.0,2,,2.0,1,2,1,1,1,2,1,1,1,1,3.0,2,,4.0,,,,2,2,,15000,0,,,-9.0,,,-9,2,250,,28,3,2019,18,43,,56,4,2,2,4,2912,1,2,3,0,214.0,214.0,214.0,9
658981,8619,3,2,1,29,1,1,62,2,9,4,2019,17,11,159,30,1,1,2,,,,,,2018,12,31,4,,43,,25,100,0,0,0,2,25,1,1,1,1,2.0,2.0,4.0,1.0,1968,26,1,1968,26,2,2,,2,,2,,,2,,2,2.0,1,0,1,"Chargers And Handling Manipulators, Metal Structural Work",100,63000000,Sixty-Three Million,49000000,3,20,0,80,0,0.0,100,0,0,2,3,3.0,2,2,0,1,New Loading System Is Being Produced,It Is Faster And More Efficient,2,,,2,1,2,83.0,45.0,5.0,2.0,5.0,1.0,1.0,0,100,100,0,20,0,80,0,0,0,100,1,1,2,1,1,1,,1.0,2018.0,4000000.0,2.0,,2,1,,1,0,3,10,2,3,1,3,1,3,2,2,0.0,2,2,0,0,0,3,1,2,4,2,0,1,0,0,2,0,0,1,,62,62,41.0,21.0,10.0,15.0,16.0,3.0,3.0,,0,2,2,1,13,6,14,11,10,8,7,1,12,15,3,2,5,13,9,4,3600000,4000000.0,30000,15000,,-9.0,4000000.0,25000000.0,1,1,9,4,2019,18,1,1,1.0,,25.0,1.0,,,,,,,1,1,1,,,9,4,2019,17,53,2,2,,2,2,2,1,1.0,1.0,1.0,1,1.0,1,2.0,1,1.0,2,,2.0,2,2,1,1,1,1,2,1,2,2,4.0,1,1.0,,,1.0,2.0,2,2,,-9,-9,,,-9.0,,,-9,2,-9,1.0,9,4,2019,17,58,,30,4,2,2,4,2922,1,2,3,0,214.0,214.0,214.0,9
658982,8634,3,2,1,29,1,1,40,2,11,6,2019,17,19,159,26,1,1,2,,,,,,2018,12,31,4,,42,,60,100,0,0,0,2,0,1,1,2,1,1.0,2.0,2.0,1.0,2010,25,1,2010,20,2,1,Iso 9001,2,,2,,,1,15.0,2,-7.0,1,0,1,Production Of Coffee Machines,100,6000000,Six Million,5500000,1,20,0,80,0,5.0,100,0,2,2,3,-4.0,2,2,-7,2,,,2,,,2,2,2,100.0,72.0,,,,,,0,0,0,100,0,0,0,0,0,0,30,2,2,2,1,1,2,1.0,,,,,,2,2,1.0,1,0,2,10,2,-7,-7,-7,1,3,2,2,0.0,2,2,-7,-7,-7,2,3,1,3,1,1,1,0,2,0,0,0,1,,35,35,25.0,10.0,7.0,13.0,5.0,5.0,5.0,,0,2,0,-7,15,14,5,11,6,12,9,8,13,1,4,10,2,3,15,7,1200000,2400000.0,15000,50000,,4200000.0,2400000.0,2000000.0,1,1,11,6,2019,18,42,1,2.0,,9.0,1.0,,,,,,,2,4,1,,,11,6,2019,18,34,2,2,,2,2,2,2,,,2.0,2,,2,2.0,1,2.0,2,,2.0,1,2,2,2,2,2,2,2,1,2,1.0,2,,1.0,,,,2,2,,300000,25000,2.0,,0.0,,,0,2,1000,,11,6,2019,18,42,,26,4,2,2,4,2930,1,2,3,0,214.0,214.0,214.0,9
658983,8640,3,2,1,29,1,1,40,2,5,6,2019,17,10,159,26,1,1,2,,,,,,2018,12,31,4,,42,,100,100,0,0,0,2,100,1,1,2,2,,,,,2010,25,1,2010,15,2,1,Iso 9001,2,,2,,,2,,2,-7.0,1,0,1,Production Of Braiding Machines,80,10000000,Ten Million,10000000,3,100,0,0,0,0.0,100,0,1,0,2,10.0,2,2,0,2,,,2,,,2,2,2,90.0,72.0,,,,,,0,50,50,50,0,0,50,0,0,0,-7,2,2,2,2,1,2,1.0,,,,,,2,2,1.0,1,0,1,0,2,-7,-7,-7,2,1,3,2,0.0,2,2,0,0,0,3,1,2,1,0,0,0,0,0,0,0,0,3,,40,40,30.0,10.0,5.0,25.0,0.0,10.0,8.0,,0,2,0,0,14,15,3,8,14,10,13,1,5,11,7,6,12,4,9,2,1400000,6000000.0,30000,50000,,7500000.0,6000000.0,2000000.0,1,1,5,6,2019,17,40,1,1.0,,9.0,1.0,,,,,,,2,3,1,,,5,6,2019,17,36,2,2,,2,2,2,2,,,2.0,2,,2,2.0,2,,2,,2.0,2,2,2,2,2,2,2,2,2,2,,2,,1.0,,,,2,2,,500000,27000,2.0,,0.0,,,0,2,1000,,5,6,2019,17,49,,26,4,2,2,4,2929,1,2,3,0,214.0,214.0,214.0,9
658984,8653,3,2,1,29,1,1,80,2,4,6,2019,18,10,159,26,1,1,2,,,,,,2018,12,31,4,,42,,70,100,0,0,0,2,70,1,1,2,1,2.0,2.0,2.0,1.0,1999,30,1,1999,20,2,1,Iso 9001,2,,2,,,1,30.0,2,-7.0,1,0,1,Production Of Grinding Machines,95,6200000,Six Million Two Hundred Thousand,5000000,1,50,0,50,0,0.0,100,0,0,0,3,5.0,2,2,-7,2,,,2,,,2,1,2,100.0,40.0,2.0,2.0,2.0,1.0,1.0,0,0,0,100,0,0,0,0,0,0,30,2,2,2,1,1,2,1.0,,,,,,2,2,1.0,1,0,3,5,2,-7,-7,-7,1,2,3,2,0.0,2,2,-7,-7,-7,2,1,3,2,1,0,1,0,0,1,0,0,4,,80,80,65.0,15.0,30.0,35.0,0.0,20.0,10.0,,0,1,0,0,11,6,10,11,15,8,14,1,7,12,9,3,2,13,5,4,3000000,2500000.0,30000,20000,,5700000.0,2000000.0,1000000.0,1,1,4,6,2019,18,42,1,2.0,,10.0,2.0,,,,,,,2,4,1,,,4,6,2019,18,35,2,2,,2,2,2,2,,,2.0,2,,2,2.0,1,3.0,1,3.0,2.0,1,2,2,1,2,2,2,2,1,2,1.0,2,,1.0,,,,2,2,,450000,18500,2.0,,0.0,,,0,2,100,,4,6,2019,18,41,,26,4,2,2,4,2925,1,2,3,0,214.0,214.0,214.0,9
658985,8678,3,2,1,29,1,1,45,2,3,4,2019,15,41,159,56,1,1,1,3.0,1.0,1.0,1.0,,2018,12,31,4,,43,,51,100,0,0,0,2,70,2,1,2,1,3.0,3.0,3.0,3.0,2009,35,1,2009,25,2,1,Iso 9001,2,,2,,,1,20.0,2,2.0,1,1,1,"Manufacture Of Capsules, Closure Systems For Different Products In Various Sectors (From Food And Beverage To Pharmaceutical Sector)",100,70000000,Seventy Million,65000000,1,70,0,30,1,0.0,70,30,2,1,2,6.0,2,2,0,1,Closures For Glass Containers With Twist Off System,Completely New System For Closures,2,,,2,2,2,90.0,60.0,,,,,,0,50,50,100,0,0,0,0,0,0,100,2,2,2,1,1,2,1.0,,,,,,2,2,1.0,2,1,4,20,1,4,4,3,3,2,1,2,0.0,2,2,-7,-7,-7,1,3,2,1,1,1,1,0,1,1,1,1,1,,40,35,30.0,10.0,15.0,15.0,0.0,15.0,5.0,,5,1,1,2,15,13,11,5,15,12,4,6,9,8,14,2,10,3,7,1,850000,5000000.0,700000,10000,,8000000.0,5000000.0,300000.0,1,1,3,4,2019,16,35,2,,,,,,,,,,,1,4,1,,,3,4,2019,16,29,2,2,,2,2,2,1,2.0,1.0,1.0,2,,2,2.0,1,3.0,2,,2.0,2,2,1,1,2,2,1,2,2,2,3.0,1,1.0,,,1.0,2.0,2,1,1.0,15000,0,,,-9.0,,,-9,2,200,,3,4,2019,16,34,,56,4,2,2,4,2929,1,2,3,0,214.0,214.0,214.0,9
658986,8694,3,2,1,29,1,1,60,2,1,4,2019,11,23,159,56,1,1,2,,,,,,2018,12,31,4,,43,,60,100,0,0,0,2,0,2,1,2,1,3.0,3.0,4.0,2.0,2016,50,1,2016,30,2,1,Iso 9001,2,,2,,,2,,2,2.0,1,0,1,Manufacture Of Air Purification Systems,100,35000000,Thirty Five Million,-7,1,100,0,0,0,0.0,90,10,2,0,2,10.0,2,1,2,2,,,1,Plant Upgrading And Machinery Upgrade,The Production Has Improved,2,2,2,80.0,45.0,2.0,2.0,2.0,1.0,1.0,0,30,40,100,0,0,0,0,0,0,100,2,2,2,1,2,2,1.0,,,,,,2,2,1.0,1,1,3,10,1,3,4,-7,1,3,2,2,0.0,2,2,-7,-7,-7,1,2,3,1,0,0,0,-7,0,2,1,1,3,,50,-7,35.0,15.0,30.0,5.0,0.0,5.0,8.0,,15,1,2,1,15,7,1,8,13,12,3,11,5,6,15,14,9,10,4,2,1400000,1000000.0,8000,10000,,2700000.0,-9.0,-9.0,1,1,1,4,2019,12,10,1,7.0,,2.0,1.0,,,,,,,2,2,1,,,1,4,2019,12,3,1,1,1.0,1,2,2,1,1.0,1.0,1.0,2,,1,2.0,1,3.0,1,3.0,1.0,1,1,1,1,1,1,1,1,2,1,8.0,1,1.0,,,1.0,2.0,2,2,,-9,-9,,,-9.0,,,-9,1,-9,,1,4,2019,12,9,,56,4,2,2,4,2925,1,2,3,0,214.0,214.0,214.0,9
658987,8746,3,2,1,29,1,1,35,2,10,6,2019,16,37,159,26,1,1,2,,,,,,2018,12,31,4,,42,,100,100,0,0,0,2,100,1,1,2,1,2.0,3.0,3.0,2.0,2007,35,1,2007,12,2,1,Iso 9001,2,,2,,,1,15.0,2,2.0,1,0,1,Production Of Suction Hoods,70,5000000,Five Million,4500000,1,100,0,0,0,5.0,100,0,0,0,2,-4.0,2,2,0,2,,,2,,,2,2,2,100.0,60.0,,,,,,0,0,0,100,0,0,0,0,0,0,-7,2,2,2,1,1,2,1.0,,,,,,2,2,1.0,2,0,1,0,2,-7,-7,-7,3,1,2,2,0.0,2,2,-7,-7,-7,2,3,1,0,2,2,1,0,2,1,0,0,1,,35,35,20.0,15.0,0.0,10.0,10.0,7.0,5.0,,0,2,0,0,13,1,6,15,10,4,13,9,11,14,2,7,8,5,3,12,1400000,2000000.0,15000,25000,,4500000.0,2000000.0,1500000.0,1,1,10,6,2019,18,9,1,2.0,,12.0,2.0,,,,,,,2,4,1,,,10,6,2019,17,8,2,2,,2,2,2,2,,,2.0,2,,2,2.0,2,,2,,2.0,2,2,2,2,2,2,2,2,2,2,,2,,1.0,,,,2,2,,260000,13000,2.0,,0.0,,,0,2,1000,,10,6,2019,18,8,,26,4,2,2,4,2929,1,2,3,0,214.0,214.0,214.0,9
658988,8753,3,2,4,29,1,4,45,2,26,7,2019,15,5,159,49,1,1,1,5.0,2.0,,,1.0,2018,9,30,4,,42,,95,100,0,0,0,2,95,1,2,2,1,3.0,3.0,3.0,3.0,1983,7,1,1983,36,2,1,Iso 9001,2,,2,,,1,100.0,2,2.0,1,2,1,Manufacture And Production Of Air Conditioners And Refrigerators For Domestic Use,100,3850000,Three Million Eight Hundred Fifty Thousand,3500000,3,70,20,10,1,1.0,100,0,2,2,3,-4.0,2,1,4,2,,,2,,,2,2,2,100.0,90.0,,,,,,2,75,60,90,0,0,10,0,0,0,-9,2,1,2,1,1,2,3.0,,,,,,2,2,7.0,2,2,1,5,2,-7,-7,-7,1,3,2,2,0.0,2,2,-7,-7,-7,3,1,2,4,4,2,4,3,3,3,2,3,3,,45,40,36.0,9.0,20.0,16.0,0.0,0.0,3.0,,45,1,2,1,12,14,15,6,5,7,2,12,8,1,4,10,3,9,13,11,880000,1500000.0,8000,12000,,2500000.0,1500000.0,400000.0,1,1,26,7,2019,15,40,2,,,,,,,,,,,1,2,1,,,26,7,2019,15,37,1,2,,1,2,2,1,1.0,1.0,1.0,2,,1,2.0,1,3.0,1,3.0,1.0,1,1,1,1,1,1,1,1,1,1,2.0,1,1.0,,,1.0,1.0,2,1,3.0,32000,11000,2.0,,0.0,,,0,1,1200,,26,7,2019,15,40,,49,2,2,2,2,2930,4,2,3,0,12.428572,12.428572,12.428572,63
658989,8762,3,2,4,29,1,4,30,2,17,7,2019,14,45,159,52,1,1,1,10.0,1.0,1.0,1.0,,2018,12,31,4,,43,,100,0,100,0,0,2,0,2,2,2,2,,,,,2005,20,1,2005,30,2,1,Iso 9001,2,,2,,,1,5.0,2,-7.0,1,4,1,"Production Of Lift Cabins, Moving Walkways",100,18000000,Eighteen Million,18000000,3,100,0,0,0,0.0,0,100,4,2,2,-4.0,2,2,0,2,,,2,,,2,2,2,100.0,40.0,,,,,,0,100,100,50,0,0,50,0,0,0,20,2,2,2,1,1,2,1.0,,,,,,2,2,1.0,2,1,3,2,2,-7,-7,-7,2,3,1,2,0.0,2,2,0,0,0,3,2,1,1,1,2,0,1,0,3,1,0,1,,30,30,20.0,10.0,5.0,5.0,10.0,0.0,5.0,,0,2,3,3,10,10,7,2,15,1,11,6,13,12,5,8,14,9,4,3,1000000,9000000.0,3000000,0,,17500000.0,9000000.0,40000000.0,1,1,17,7,2019,15,31,1,8.0,,14.0,1.0,,,,,,,2,4,1,,,17,7,2019,15,2,2,2,,2,2,2,2,,,2.0,2,,2,2.0,2,,2,,2.0,2,2,1,2,2,2,2,2,2,2,,2,,6.0,,,,2,2,,8000000,0,,,0.0,,,0,2,10000,,17,7,2019,15,29,,52,2,2,2,3,2915,4,2,3,0,12.428572,12.428572,12.428572,63
658990,8789,3,2,4,29,1,4,30,2,30,7,2019,15,58,159,45,1,1,2,,,,,,2018,12,31,5,,5,,100,100,0,0,0,2,100,2,2,2,2,,,,,1990,30,1,1990,15,2,1,Iso 9001,2,,2,,,2,,2,2.0,2,1,1,Manufacturing Of Automatic Labelling Machines,90,19700000,Nineteen Million Seven Hundred Thousand,18500000,1,100,0,0,0,0.0,100,0,2,2,2,2.0,2,2,1,2,,,2,,,2,2,2,70.0,48.0,,,,,,1,0,0,90,0,0,0,0,0,10,100,2,2,2,2,2,2,1.0,,,,,,2,2,1.0,2,1,1,50,2,1,1,1,3,2,1,2,0.0,2,2,1,0,1,3,1,2,1,2,1,1,2,2,2,2,2,3,,30,30,30.0,0.0,0.0,30.0,0.0,0.0,0.0,,30,2,2,2,14,3,15,2,8,13,14,11,1,9,6,10,4,5,7,12,700000,1000000.0,250000,50000,,2500000.0,2500000.0,10000000.0,1,1,30,7,2019,16,14,1,4.0,,10.0,1.0,,,,,,,2,3,1,,,30,7,2019,16,12,2,2,,2,2,2,2,,,2.0,2,,2,2.0,2,,2,,2.0,2,2,2,2,2,2,2,2,2,2,,2,,5.0,,,,2,2,,-9,250,2.0,,0.0,,,0,2,1500,,30,7,2019,16,35,,45,2,2,2,3,2919,4,2,3,0,12.428572,12.428572,12.428572,63
658991,8818,3,2,4,29,1,4,70,2,12,4,2019,17,45,159,49,1,1,2,,,,,,2018,4,30,4,,42,,70,100,0,0,0,2,100,1,1,2,1,2.0,3.0,2.0,3.0,2001,40,1,2001,40,2,1,"Iso 9001, Iso 14001",2,,2,,,1,100.0,2,2.0,1,1,1,"Manufacture Of Ball Bearings, Gears, Transmission And Bushings",100,8980000,Eight Million Nine Hundred Eighty Thousand,14000000,2,100,0,0,0,1.0,80,20,2,3,2,10.0,1,1,4,2,,,2,,,2,2,2,50.0,55.0,3.0,2.0,4.0,2.0,1.0,0,75,90,70,0,0,30,0,0,0,-7,2,1,2,1,1,2,2.0,,,,,,2,1,,2,4,1,25,2,-7,-7,-7,3,2,1,1,-9.0,2,2,4,4,4,3,2,1,4,4,3,4,4,3,4,3,2,6,,70,70,60.0,10.0,8.0,20.0,32.0,12.0,2.0,,70,1,2,2,14,10,15,13,5,11,2,9,7,8,3,14,6,1,12,4,140000,1100000.0,1300,900,,1270000.0,14000000.0,650000.0,1,1,12,4,2019,19,56,2,,,,,,,,,,,1,2,1,,,12,4,2019,18,39,1,2,,1,2,2,1,2.0,2.0,1.0,1,1.0,2,2.0,1,3.0,1,3.0,2.0,1,1,1,1,1,1,1,1,1,1,2.0,1,1.0,,,1.0,2.0,1,2,,52000,36000,2.0,,0.0,,,0,1,1250,2.0,12,4,2019,18,44,,49,2,2,2,4,2913,4,2,3,0,12.428572,12.428572,12.428572,63
658992,8831,3,2,4,29,1,4,70,2,11,4,2019,10,26,159,49,1,1,2,,,,,,2018,4,30,4,,43,,40,100,0,0,0,1,80,1,1,2,1,2.0,2.0,2.0,2.0,1988,30,1,1988,30,2,1,"Iso 9000, Iso 14000",2,,2,,,1,100.0,2,2.0,2,1,1,Manufacturing Of Raised Floor Cooling Systems For Offices,100,49000000,Forty-Nine Million,45000000,3,50,30,20,2,5.0,60,40,3,2,3,-4.0,1,1,3,2,,,2,,,2,2,2,100.0,100.0,3.0,2.0,2.0,1.0,1.0,0,80,70,30,0,0,70,0,0,0,-7,2,1,2,1,1,2,1.0,,,,,,2,2,1.0,2,2,1,10,2,-7,-7,-7,3,2,1,2,-9.0,2,2,2,-7,2,2,1,3,4,4,2,4,4,3,3,2,2,3,,70,70,58.0,12.0,18.0,20.0,20.0,5.0,1.0,,70,1,2,2,4,3,12,15,2,6,4,10,9,8,14,7,11,5,1,13,4000000,3500000.0,-9,-9,,40000000.0,-9.0,600000.0,1,1,11,4,2019,11,41,2,,,,,,,,,,,1,2,1,,,11,4,2019,11,39,1,2,,1,2,2,1,2.0,1.0,1.0,1,1.0,2,2.0,1,3.0,1,3.0,2.0,1,2,1,1,1,1,1,1,1,1,5.0,1,2.0,,,2.0,,2,2,,-9,-9,,,-9.0,,,-9,2,1500,1.0,11,4,2019,11,41,,49,2,2,2,4,2919,4,2,3,0,12.428572,12.428572,12.428572,63
658993,8837,3,2,4,29,1,4,42,2,19,4,2019,17,4,159,49,1,1,1,5.0,2.0,,,1.0,2018,4,30,4,,43,,30,100,0,0,0,2,60,1,1,2,1,2.0,3.0,2.0,3.0,1968,12,1,1968,50,2,1,"Iso 9001, Iso 14001",2,,2,,,1,100.0,2,2.0,1,1,1,Production Of Machineries And Plants For Energy Production From Renewable Energies,100,5000000,Five Million,4200000,1,65,20,15,2,1.0,60,40,2,2,3,-4.0,2,1,1,2,,,2,,,2,2,2,80.0,58.0,,,,,,1,90,80,100,0,0,0,0,0,0,30,2,1,2,1,1,2,3.0,,,,,,2,2,7.0,2,-7,1,25,2,-7,-7,-7,3,2,1,1,-9.0,2,2,2,3,2,1,3,2,4,4,3,4,4,3,3,2,2,4,,42,38,30.0,12.0,15.0,10.0,5.0,0.0,2.0,,42,1,2,2,14,12,14,5,2,9,7,6,11,8,13,3,10,1,15,4,750000,800000.0,11000,10000,,1575000.0,700000.0,900000.0,1,1,19,4,2019,19,48,2,,,,,,,,,,,1,2,1,,,19,4,2019,19,44,1,1,1.0,1,2,2,1,1.0,1.0,1.0,1,1.0,1,2.0,1,3.0,1,3.0,2.0,1,1,1,1,1,1,1,1,1,1,2.0,1,1.0,,,1.0,1.0,2,2,,44000,40000,2.0,,0.0,,,0,1,1000,,19,4,2019,19,47,,49,2,2,2,3,2929,4,2,3,0,12.428572,12.428572,12.428572,63
